location_x,location_y
10.302921,20.622995
-6552.4224,2366.1833
-17.598896,2.8401108
-1752.0675,654.438
-14.68369,1.476478
-0.22362201,11.561657
1.133169,9.022043
-490.77103,194.18536
68.990845,-18.517706
-12.745925,2.2669759
35.27921,-10.083479
-0.76881766,7.477637
-2.2938042,10.060207
-13.062958,4.2088695
72.18437,-23.344793
-592.46857,232.6071
-1372.7109,534.0185
-7168.9424,2587.0854
0.06630975,9.139112
-3688.565,1355.2042
2.530437,6.923214
-611.71436,232.66919
-8.486489,-0.48699376
30.79071,-10.373671
14.599936,-0.8269887
-7614.307,2747.0125
-589.7778,221.31706
-1.3187032,13.013267
-542.40955,208.24596
-561.0844,222.38745
-3.0911055,13.186857
-3100.0835,1120.7052
-560.9483,215.94588
-606.93176,232.14601
1.6590061,9.602312
87.09273,-25.964167
-1930.8906,718.49664
76.30477,-23.581768
-1.6809628,-2.5763884
-107.74038,46.50685
1.0649302,8.547883
67.63226,-20.264679
0.29258943,6.907426
1.3061554,5.736184
-1009.6617,372.6943
-900.7044,332.003
-2106.5312,770.1844
45.892487,-10.914397
-0.5255959,8.099496
0.5173923,10.657532
-3.303307,9.955545
-570.69507,217.27733
-3.1907454,-4.317504
-356.71622,130.64009
10.595694,-3.1753783
97.43129,-31.814774
-969.13776,358.75507
0.7389788,7.0352964
71.529564,-23.606161
451.89017,-157.19357
0.16626352,8.618872
74.61566,-22.241169
0.7252502,8.416037
69.384285,-20.644388
2.6262813,8.491609
-14139.727,5030.092
-14.693804,12.980887
207.4354,-70.680214
-0.55889773,8.906427
-24.819038,20.1628
3.7268853,5.948465
1.8458056,15.522886
-3123.3179,1131.9049
-215.76286,87.75315
0.18529308,11.996745
3.6746955,5.737845
4.5480404,6.7185044
362.77896,-125.21146
-235.29752,94.633514
-3905.0535,1430.6731
2.6498656,9.167014
-5.944003,8.667036
-12.302184,12.158539
-961.5889,354.1028
-174.4559,68.786446
8.551577,3.353191
2.7181082,2.971737
-15.478383,12.007816
3.2871203,3.4116948
-12.329251,10.531093
11.195537,1.5378039
2.13599,9.394214
-56.657234,26.0168
-74.074234,34.771282
-543.1972,203.8024
6.5224257,3.0873432
-50.226494,26.122654
-79.157486,32.94872
28.414625,-7.510644
35.93705,-10.41734
-10.379515,9.16104
323.6963,-112.88979
34.06341,-7.6628056
12.941892,-0.33880782
63.607933,-21.583448
-149.87706,56.64902
42.097523,-12.223483
22.568523,-2.9829445
25.27937,-3.9494042
44.828934,-13.7173195
-12.73727,11.612503
105.49032,-34.38373
-99.295166,43.718586
31.539429,-7.145279
219.5453,-75.22906
58.24895,-16.891384
132.71384,-44.79917
-10.91666,10.09881
36.71708,-9.631594
-21.500763,12.900765
-6.3690395,6.509487
-19.296007,12.200413
34.37363,-9.167213
-100.777855,38.427383
105.46072,-35.039303
-11.649861,9.165709
-69.17456,30.567284
253.36583,-88.12109
-24.950565,13.758664
-48.56713,23.606745
-89.975655,39.08793
-21.933155,12.145963
317.3914,-111.83073
-37.56325,18.04035
133.23935,-45.25696
13.906,-0.7223015
-1319.2275,469.98938
-9.221028,5.6613703
9.086736,1.4096763
-20.496254,11.704884
-28.456932,15.797056
-36.15327,16.283669
49.432186,-14.180206
-53.17167,22.86632
115.25808,-38.545383
336.64764,-118.85549
11.514889,0.24869776
472.6386,-166.08043
-1.1751094,3.9787445
-16.829956,10.744526
-7.157256,5.783945
94.1653,-30.361116
224.51668,-77.75191
-67.43598,30.388847
78.15208,-24.931671
3.255732,2.997621
-62.629868,27.005648
106.98271,-34.85811
-230.52466,85.077446
-289.88025,106.68198
79.62109,-25.8074
320.27246,-112.06371
7.5153008,-0.99582183
39.24307,-10.802541
-104.62897,40.967106
-50.938206,24.329628
0.05785966,3.531098
-6569.928,2346.9314
71.9766,-22.374088
80.483475,-26.149872
2.6901681,3.0216796
58.62245,-17.770739
-3.869345,5.1362514
-10.06308,7.4463987
485.21417,-170.29927
-41.011745,21.173775
141.55887,-47.917583
6.049449,3.1800997
-281.1929,104.07902
-10.757348,8.497324
206.7079,-70.67829
15.585478,-0.5794287
101.89,-32.446255
-20.490746,11.426873
130.03163,-44.177917
-63.296425,28.590425
-14.516255,9.922539
341.1239,-118.87312
-9.734349,7.9135065
-289.6619,110.78104
-124.994354,51.959038
-12.134907,9.62354
-37.578064,19.270304
-4285.4688,1538.299
-1119.0259,408.45444
4.990592,2.6912453
97.61657,-32.66896
43.41664,-11.421923
18.250776,-3.2680588
-334.62805,122.773445
